"symptom","category","subcategory","question","question_korean","id","source","is_relevant","labeler"
"급성 C형간염 B171","Lifestyle details","risk factors","Have you had any recent exposures to risky situations such as blood transfusions or unsterile needle use?","최근에 수혈이나 비위생적인 주사 바늘 사용과 같은 위험한 상황에 노출된 적이 있습니까?",281,"gpt-4-turbo",NA,NA
"혼합성 고지질혈증 E782","Details of the complaint","associated symptoms","Have you noticed any symptoms such as xanthomas or severe chest pain?","황색종이나 심한 가슴 통증과 같은 증상을 느낀 적이 있습니까?",282,"gpt-4-turbo",NA,NA
"혼합성 고지질혈증 E782","Family medical history","genetic predisposition","Is there a history of lipid disorders or cardiovascular disease in your family?","가족 중에 지질 장애나 심혈관 질환이 있는 사람이 있습니까?",283,"gpt-4-turbo",NA,NA
"혼합성 고지질혈증 E782","Review of systems","cardiovascular","Have you experienced symptoms like palpitations or shortness of breath?","심계항진이나 숨가쁨과 같은 증상을 경험한 적이 있습니까?",284,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Details of the complaint","location","Can you describe where you feel the pain or discomfort?","통증이나 불편함을 느끼는 위치를 설명해 주실 수 있으십니까?",285,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Details of the complaint","severity","On a scale from 1 to 10, how would you rate the pain you're experiencing?","1에서 10까지의 척도로, 현재 겪고 있는 통증의 정도를 평가해 주십시오.",286,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Details of the complaint","timing","When do you usually experience this pain or discomfort?","보통 언제 이 통증이나 불편함을 경험하십니까?",287,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Details of the complaint","aggravating factors","Are there specific foods or activities that make your symptoms worse?","증상을 악화시키는 특정 음식이나 활동이 있습니까?",288,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Details of the complaint","associated symptoms","Have you experienced fever, jaundice, or changes in stool color?","열, 황달 또는 변 색깔의 변화를 경험한 적이 있습니까?",289,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Review of systems","digestive","Have you noticed any nausea or vomiting?","구역질이나 구토를 느낀 적이 있습니까?",290,"gpt-4-turbo",NA,NA
"담낭염을 동반한 담관결석 분류기호 K804","Review of systems","digestive","Have there been any recent changes in your appetite or weight?","최근 식욕이나 체중에 변화가 있었습니까?",291,"gpt-4-turbo",NA,NA
"좌측 유방의 미세석회 소견 R92, 달리 명시되지 않은 유방의 결절 N63","Details of the complaint","location","Is the calcification or nodule localized to only one area of your breast?","석회화 또는 결절이 유방의 한 부분에만 국한되어 있습니까?",292,"gpt-4-turbo",NA,NA
"좌측 유방의 미세석회 소견 R92, 달리 명시되지 않은 유방의 결절 N63","Details of the complaint","severity","Have you noticed any changes in the size or texture of the nodule or calcified area?","결절이나 석회화된 부위의 크기나 질감에 변화를 느꼈습니까?",293,"gpt-4-turbo",NA,NA
"좌측 유방의 미세석회 소견 R92, 달리 명시되지 않은 유방의 결절 N63","Details of the complaint","aggravating factors","Does any activity or specific situation exacerbate discomfort in your breast?","어떤 활동이나 특정 상황에서 유방의 불편함이 심해지나요?",294,"gpt-4-turbo",NA,NA
"좌측 유방의 미세석회 소견 R92, 달리 명시되지 않은 유방의 결절 N63","Details of the complaint","timing","When did you first notice these breast changes?","유방의 변화를 처음 언제 눈치채셨나요?",295,"gpt-4-turbo",NA,NA
"좌측 유방의 미세석회 소견 R92, 달리 명시되지 않은 유방의 결절 N63","Details of the complaint","associated symptoms","Have you experienced any discharge or unusual pain in your breasts?","유방에서 분비물이 나오거나 평소와 다른 통증을 느낀 적이 있습니까?",296,"gpt-4-turbo",NA,NA
"좌측 유방의 미세석회 소견 R92, 달리 명시되지 않은 유방의 결절 N63","Review of systems","overall health","Have you noticed any unintended weight loss, fever, or fatigue recently?","최근 체중 감소, 발열, 피로감 등을 느낀 적이 있습니까?",297,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Details of the complaint","severity","How severe is your nasal congestion?","코 막힘이 얼마나 심합니까?",298,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Details of the complaint","timing","Do you experience nasal congestion more frequently during certain times of the day or year?","하루 중 또는 일년 중 특정 시간에 코 막힘이 더 자주 발생합니까?",299,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Details of the complaint","associated symptoms","Have you been experiencing headaches or facial pain?","두통이나 안면 통증을 경험하고 계십니까?",300,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Details of the complaint","aggravating factors","Are there any environmental or other factors that worsen your nasal symptoms?","환경적 또는 기타 요소들로 인해 코 증상이 악화되는 경우가 있습니까?",301,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Review of systems","respiratory","Do you have difficulty breathing through your nose?","코로 숨쉬기 어려운 적이 있습니까?",302,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Review of systems","sensory changes","Have you noticed any changes in your sense of smell?","후각에 변화가 있었습니까?",303,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Review of systems","choanal stenosis specific","Do you feel that your nasal passages are narrower than before?","코의 통로가 이전보다 좁아진 느낌이 있습니까?",304,"gpt-4-turbo",NA,NA
"만성 비염, posterior choanal stenosis(B)","Review of systems","choanal stenosis specific","Have you experienced any whistling sound from your nose while breathing?","숨을 쉴 때 코에서 휘파람 소리가 나는 적이 있습니까?",305,"gpt-4-turbo",NA,NA
"상세불명의 무월경","Details of the complaint","severity","How long have you been experiencing amenorrhea?","무월경을 경험한 기간은 얼마나 되었습니까?",306,"gpt-4-turbo",NA,NA
"상세불명의 무월경","Review of systems","reproductive","Have you noticed any changes in your body weight or hair distribution?","체중 변화나 체모 분포에 변화가 있었습니까?",307,"gpt-4-turbo",NA,NA
"상세불명의 무월경","Review of systems","endocrine","Have you experienced symptoms of thyroid dysfunction, such as feeling unusually cold or hot?","갑상선 기능 장애 증상, 예를 들어 평소보다 추위나 더위를 더 많이 느끼는 등의 증상을 경험한 적이 있습니까?",308,"gpt-4-turbo",NA,NA
"moyamoya disease","Details of the complaint","associated symptoms","Have you experienced any sudden weakness or numbness in your arms or legs?","팔이나 다리에 갑작스럽게 힘이 빠지거나 저림을 느낀 적이 있습니까?",309,"gpt-4-turbo",NA,NA
"moyamoya disease","Review of systems","neurological","Have you had any episodes of slurred speech, visual disturbances, or difficulty understanding others?","말이 어눌해지거나, 시각 장애, 타인을 이해하는데 어려움을 겪은 적이 있습니까?",310,"gpt-4-turbo",NA,NA
"moyamoya disease","Review of systems","vascular","Have you ever been diagnosed with narrowed or blocked arteries in other parts of your body?","몸의 다른 부위에 동맥이 좁아지거나 막혔다는 진단을 받은 적이 있습니까?",311,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Details of the complaint","associated symptoms","Have you experienced any abdominal pain or discomfort?","복통이나 불편함을 경험한 적이 있습니까?",312,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Details of the complaint","associated symptoms","Have you noticed any changes in your appetite or unexpected weight loss?","식욕 변화나 예기치 않은 체중 감소를 느꼈던 적이 있습니까?",313,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Details of the complaint","severity","How would you rate the severity of any abdominal pain you've experienced?","겪은 복통의 심각성을 어떻게 평가하시겠습니까?",314,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Review of systems","digestive system","Have you experienced any nausea, vomiting, or changes in your bowel habits?","구토, 메스꺼움 또는 배변 습관 변화를 경험한 적이 있습니까?",315,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Review of systems","jaundice","Have you noticed any yellowing of your skin or eyes?","피부나 눈의 황변을 느꼈던 적이 있습니까?",316,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Details of the complaint","associated symptoms","Have you felt unusually tired or weak lately?","최근 유난히 피곤하거나 약해진 것을 느꼈던 적이 있습니까?",317,"gpt-4-turbo",NA,NA
"췌장의 신생물 분류기호 D136","Review of systems","digestive system","Have you had any new onset of diabetes or changes in blood sugar control?","새로운 당뇨병 발병이 있었거나 혈당 조절에 변화가 있었습니까?",318,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Details of the complaint","severity","How severe is your cough?","기침이 얼마나 심합니까?",319,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Details of the complaint","timing","Is your cough worse at night or in the morning?","기침이 밤이나 아침에 더 심합니까?",320,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Details of the complaint","associated symptoms","Are you experiencing any shortness of breath?","숨이 차는 증상이 있습니까?",321,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Details of the complaint","associated symptoms","Have you noticed any wheezing when breathing?","호흡할 때 쌕쌕거림이 있습니까?",322,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Details of the complaint","aggravating factors","Does anything in particular seem to trigger your cough?","기침을 유발하는 특별한 원인이 있습니까?",323,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Review of systems","fever","Have you had any fever?","열이 있었습니까?",324,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Review of systems","weight loss","Have you experienced any unexplained weight loss recently?","최근에 설명할 수 없는 체중 감소가 있었습니까?",325,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Review of systems","chest pain","Do you have any chest pain or tightness?","가슴 통증이나 답답함이 있습니까?",326,"gpt-4-turbo",NA,NA
"상세불명의 급성 기관지염 J209, 우상폐 infiltration (+), r/o mass, LLLF 만성기관지염 의심","Review of systems","general symptoms","Have you experienced any fatigue or malaise?","피로감이나 몸살감이 있었습니까?",327,"gpt-4-turbo",NA,NA
